transaction_id,customer_name,product_name,category,amount,quantity,sales_date,region,salesperson
1243,Customer_15,Laptop,Computing,1433.86,3,2024-10-25 08:06:46.274357,South,Sales_41
1244,Customer_192,Phone,Computing,228.16,8,2025-01-06 08:06:46.274360,South,Sales_2
1245,Customer_985,Monitor,Computing,1501.76,1,2025-03-01 08:06:46.274362,East,Sales_1
1246,Customer_631,Laptop,Computing,280.41,4,2024-10-17 08:06:46.274366,West,Sales_47
1247,Customer_485,Laptop,Computing,142.59,7,2024-10-01 08:06:46.274368,East,Sales_47
1248,Customer_28,Tablet,Electronics,1952.4,5,2024-12-03 08:06:46.274371,East,Sales_28
1249,Customer_714,Laptop,Computing,1914.41,2,2024-08-14 08:06:46.274373,East,Sales_40
1250,Customer_39,Phone,Accessories,130.27,1,2024-12-26 08:06:46.274376,South,Sales_35
1251,Customer_953,Laptop,Accessories,892.07,6,2025-05-07 08:06:46.274378,North,Sales_34
1252,Customer_273,Keyboard,Accessories,380.63,5,2024-12-13 08:06:46.274381,Central,Sales_4
1253,Customer_231,Monitor,Computing,975.84,3,2025-04-15 08:06:46.274383,South,Sales_18
1254,Customer_86,Keyboard,Accessories,1662.05,9,2024-11-18 08:06:46.274386,Central,Sales_12
1255,Customer_474,Phone,Electronics,1901.72,3,2025-03-31 08:06:46.274389,Central,Sales_21
1256,Customer_126,Laptop,Computing,1272.16,2,2025-06-30 08:06:46.274391,West,Sales_10
1257,Customer_812,Headphones,Accessories,714.27,5,2025-01-20 08:06:46.274394,East,Sales_21
1258,Customer_537,Phone,Electronics,1210.62,9,2024-09-07 08:06:46.274396,West,Sales_40
1259,Customer_145,Tablet,Electronics,630.88,8,2025-05-23 08:06:46.274399,East,Sales_25
1260,Customer_525,Keyboard,Accessories,1820.55,6,2024-09-22 08:06:46.274401,South,Sales_17
1261,Customer_212,Keyboard,Electronics,1742.1,3,2024-11-17 08:06:46.274404,Central,Sales_6
1262,Customer_25,Mouse,Accessories,1120.88,6,2024-11-03 08:06:46.274406,West,Sales_14
1263,Customer_580,Laptop,Electronics,656.35,5,2024-12-04 08:06:46.274409,South,Sales_37
1264,Customer_394,Tablet,Computing,593.85,1,2024-09-07 08:06:46.274411,South,Sales_40
1265,Customer_67,Headphones,Computing,76.5,5,2025-05-10 08:06:46.274414,East,Sales_40
1266,Customer_233,Keyboard,Computing,1633.48,7,2024-08-02 08:06:46.274416,Central,Sales_18
1267,Customer_109,Keyboard,Computing,906.26,9,2025-01-12 08:06:46.274419,East,Sales_30
1268,Customer_146,Tablet,Computing,657.01,1,2024-09-30 08:06:46.274421,East,Sales_9
1269,Customer_111,Phone,Accessories,947.51,3,2024-08-04 08:06:46.274424,South,Sales_14
1270,Customer_228,Phone,Computing,1639.29,8,2024-11-17 08:06:46.274426,East,Sales_46
1271,Customer_111,Laptop,Computing,257.98,6,2025-06-04 08:06:46.274429,North,Sales_46
1272,Customer_470,Mouse,Computing,1716.74,5,2025-06-11 08:06:46.274431,Central,Sales_17
1273,Customer_34,Keyboard,Computing,1796.04,2,2025-06-29 08:06:46.274434,East,Sales_34
1274,Customer_623,Mouse,Electronics,1893.95,3,2025-05-02 08:06:46.274436,East,Sales_46
1275,Customer_776,Phone,Computing,801.0,2,2024-11-25 08:06:46.274439,West,Sales_22
1276,Customer_936,Phone,Computing,442.11,1,2024-08-23 08:06:46.274441,Central,Sales_32
1277,Customer_369,Monitor,Accessories,753.55,7,2025-04-13 08:06:46.274444,Central,Sales_12
1278,Customer_748,Headphones,Electronics,672.5,3,2024-11-04 08:06:46.274446,East,Sales_16
1279,Customer_595,Laptop,Accessories,360.55,7,2024-10-24 08:06:46.274451,North,Sales_22
1280,Customer_554,Monitor,Computing,1218.46,7,2025-05-13 08:06:46.274454,West,Sales_38
1281,Customer_425,Headphones,Accessories,958.48,8,2024-08-17 08:06:46.274456,North,Sales_39
1282,Customer_613,Monitor,Accessories,1732.74,1,2025-05-26 08:06:46.274459,East,Sales_2
1283,Customer_518,Monitor,Computing,73.9,5,2024-10-18 08:06:46.274461,Central,Sales_45
1284,Customer_692,Laptop,Electronics,1291.3,9,2024-08-11 08:06:46.274464,Central,Sales_8
1285,Customer_282,Laptop,Electronics,1528.27,7,2024-10-06 08:06:46.274466,North,Sales_44
1286,Customer_320,Tablet,Accessories,1521.38,1,2025-04-23 08:06:46.274469,South,Sales_1
1287,Customer_738,Mouse,Computing,1773.29,8,2025-04-25 08:06:46.274472,East,Sales_41
1288,Customer_443,Mouse,Accessories,1460.78,3,2024-11-26 08:06:46.274474,Central,Sales_40
1289,Customer_952,Tablet,Accessories,1856.34,4,2025-06-30 08:06:46.274476,South,Sales_41
1290,Customer_315,Tablet,Accessories,671.99,4,2024-07-19 08:06:46.274479,Central,Sales_5
1291,Customer_877,Phone,Computing,1011.39,8,2024-09-17 08:06:46.274482,Central,Sales_45
1292,Customer_966,Headphones,Computing,38.02,1,2024-09-15 08:06:46.274484,South,Sales_46
1293,Customer_741,Monitor,Electronics,23.85,8,2024-07-14 08:06:46.274487,North,Sales_36
1294,Customer_377,Tablet,Computing,487.85,9,2024-11-15 08:06:46.274489,East,Sales_17
1295,Customer_289,Keyboard,Accessories,210.61,9,2025-04-15 08:06:46.274492,South,Sales_41
1296,Customer_437,Mouse,Accessories,527.82,5,2025-04-29 08:06:46.274494,South,Sales_30
1297,Customer_662,Tablet,Electronics,362.32,4,2025-02-18 08:06:46.274497,Central,Sales_15
1298,Customer_277,Keyboard,Computing,66.75,4,2024-12-25 08:06:46.274499,South,Sales_20
1299,Customer_710,Keyboard,Accessories,1819.52,9,2024-07-22 08:06:46.274502,East,Sales_36
1300,Customer_582,Keyboard,Electronics,26.36,8,2024-08-02 08:06:46.274504,North,Sales_2
1301,Customer_503,Phone,Electronics,1474.8,7,2025-05-06 08:06:46.274507,North,Sales_45
1302,Customer_624,Phone,Accessories,312.77,3,2024-10-11 08:06:46.274510,North,Sales_4
1303,Customer_516,Keyboard,Accessories,1825.34,4,2025-06-27 08:06:46.274512,East,Sales_24
1304,Customer_350,Headphones,Computing,1786.66,9,2024-12-14 08:06:46.274515,Central,Sales_48
1305,Customer_843,Phone,Electronics,1311.26,8,2024-08-06 08:06:46.274517,East,Sales_42
1306,Customer_446,Monitor,Accessories,1347.75,1,2024-11-09 08:06:46.274520,South,Sales_2
1307,Customer_830,Keyboard,Electronics,20.62,3,2024-10-09 08:06:46.274522,West,Sales_46
1308,Customer_350,Monitor,Computing,1969.89,2,2025-04-16 08:06:46.274525,West,Sales_2
1309,Customer_607,Monitor,Accessories,1756.89,2,2025-05-19 08:06:46.274527,West,Sales_1
1310,Customer_664,Keyboard,Computing,1791.26,8,2024-11-03 08:06:46.274530,North,Sales_13
1311,Customer_823,Mouse,Electronics,1321.9,6,2024-09-19 08:06:46.274532,East,Sales_6
1312,Customer_137,Headphones,Computing,696.13,6,2025-01-25 08:06:46.274535,East,Sales_22
1313,Customer_759,Keyboard,Computing,1788.36,4,2025-03-11 08:06:46.274537,North,Sales_17
1314,Customer_899,Keyboard,Electronics,590.12,1,2025-03-12 08:06:46.274540,South,Sales_49
1315,Customer_243,Phone,Computing,1129.8,7,2025-02-28 08:06:46.274542,West,Sales_22
1316,Customer_543,Keyboard,Electronics,208.46,8,2025-04-05 08:06:46.274545,West,Sales_43
1317,Customer_40,Mouse,Accessories,1844.69,2,2025-05-04 08:06:46.274547,North,Sales_6
1318,Customer_229,Phone,Electronics,290.13,2,2024-08-21 08:06:46.274549,West,Sales_3
1319,Customer_548,Laptop,Electronics,457.54,1,2025-03-24 08:06:46.274552,Central,Sales_46
1320,Customer_920,Laptop,Accessories,1120.69,4,2025-03-12 08:06:46.274554,East,Sales_6
1321,Customer_223,Monitor,Electronics,1530.55,6,2025-01-11 08:06:46.274557,West,Sales_17
1322,Customer_6,Headphones,Accessories,1242.51,5,2025-04-03 08:06:46.274559,West,Sales_35
1323,Customer_322,Monitor,Accessories,471.95,4,2025-01-02 08:06:46.274562,Central,Sales_49
1324,Customer_468,Mouse,Electronics,11.88,4,2024-12-11 08:06:46.274564,South,Sales_37
1325,Customer_732,Tablet,Computing,1516.73,7,2024-07-06 08:06:46.274567,South,Sales_47
1326,Customer_75,Headphones,Computing,1970.56,7,2024-12-21 08:06:46.274571,Central,Sales_35
1327,Customer_4,Laptop,Accessories,1621.73,2,2024-09-02 08:06:46.274575,South,Sales_23
1328,Customer_847,Monitor,Computing,925.81,7,2025-06-09 08:06:46.274578,North,Sales_8
1329,Customer_646,Laptop,Computing,1808.5,2,2024-11-12 08:06:46.274580,Central,Sales_7
1330,Customer_118,Mouse,Electronics,825.6,4,2025-06-18 08:06:46.274583,East,Sales_10
1331,Customer_881,Mouse,Accessories,1054.62,1,2025-02-13 08:06:46.274585,East,Sales_26
1332,Customer_606,Tablet,Accessories,959.49,5,2025-03-18 08:06:46.274588,East,Sales_10
1333,Customer_504,Tablet,Electronics,900.77,1,2024-09-07 08:06:46.274590,West,Sales_19
1334,Customer_998,Phone,Computing,1552.63,4,2024-07-30 08:06:46.274593,Central,Sales_23
1335,Customer_947,Headphones,Accessories,1058.27,9,2024-09-04 08:06:46.274595,Central,Sales_31
1336,Customer_574,Mouse,Computing,640.27,8,2025-04-15 08:06:46.274598,South,Sales_33
1337,Customer_441,Monitor,Accessories,523.73,6,2025-04-19 08:06:46.274600,Central,Sales_2
1338,Customer_194,Laptop,Accessories,85.12,8,2024-10-01 08:06:46.274603,Central,Sales_28
1339,Customer_847,Keyboard,Accessories,1170.56,5,2024-10-09 08:06:46.274605,South,Sales_32
1340,Customer_715,Tablet,Accessories,467.62,7,2025-03-14 08:06:46.274608,Central,Sales_33
1341,Customer_392,Keyboard,Computing,304.79,8,2024-08-22 08:06:46.274610,Central,Sales_9
1342,Customer_26,Monitor,Computing,1311.12,7,2025-04-20 08:06:46.274613,North,Sales_29
1343,Customer_435,Tablet,Computing,1365.61,4,2024-12-02 08:06:46.274615,South,Sales_15
1344,Customer_173,Keyboard,Computing,1506.79,5,2025-05-31 08:06:46.274618,North,Sales_18
1345,Customer_300,Headphones,Electronics,1012.12,6,2025-02-13 08:06:46.274620,West,Sales_18
1346,Customer_645,Monitor,Accessories,1789.17,6,2025-01-19 08:06:46.274623,South,Sales_7
1347,Customer_326,Laptop,Accessories,1873.32,9,2024-11-15 08:06:46.274625,Central,Sales_14
1348,Customer_410,Headphones,Accessories,1616.67,2,2024-09-15 08:06:46.274628,Central,Sales_29
1349,Customer_118,Monitor,Electronics,1274.83,6,2025-06-06 08:06:46.274630,North,Sales_19
1350,Customer_836,Phone,Computing,614.4,3,2024-09-12 08:06:46.274633,North,Sales_5
1351,Customer_787,Tablet,Accessories,1966.06,2,2024-08-05 08:06:46.274635,West,Sales_41
1352,Customer_724,Mouse,Computing,555.53,6,2024-07-09 08:06:46.274638,West,Sales_45
1353,Customer_225,Laptop,Computing,413.29,4,2025-04-04 08:06:46.274643,Central,Sales_5
1354,Customer_532,Headphones,Electronics,889.89,5,2025-03-11 08:06:46.274646,East,Sales_15
1355,Customer_113,Headphones,Electronics,123.11,5,2025-01-26 08:06:46.274648,West,Sales_26
1356,Customer_140,Keyboard,Computing,1957.2,3,2024-10-19 08:06:46.274651,Central,Sales_24
1357,Customer_559,Tablet,Accessories,1180.98,4,2024-07-31 08:06:46.274654,West,Sales_19
1358,Customer_1,Mouse,Accessories,1118.33,3,2025-04-05 08:06:46.274656,South,Sales_20
1359,Customer_90,Monitor,Electronics,1315.03,7,2024-11-01 08:06:46.274659,North,Sales_43
1360,Customer_654,Mouse,Electronics,999.08,1,2024-09-09 08:06:46.274661,Central,Sales_9
1361,Customer_320,Tablet,Electronics,73.81,6,2025-06-03 08:06:46.274664,West,Sales_28
1362,Customer_550,Tablet,Electronics,1228.5,4,2024-08-21 08:06:46.274666,North,Sales_16
1363,Customer_805,Phone,Electronics,1435.19,1,2024-07-11 08:06:46.274669,East,Sales_11
1364,Customer_894,Phone,Electronics,839.33,1,2024-08-26 08:06:46.274671,West,Sales_34
1365,Customer_139,Mouse,Electronics,1517.02,5,2024-11-18 08:06:46.274676,Central,Sales_25
1366,Customer_511,Monitor,Accessories,461.73,5,2024-07-30 08:06:46.274679,South,Sales_40
1367,Customer_868,Mouse,Electronics,450.34,7,2025-02-26 08:06:46.274682,North,Sales_21
1368,Customer_845,Tablet,Electronics,331.22,4,2024-10-07 08:06:46.274686,North,Sales_5
1369,Customer_259,Tablet,Accessories,750.27,9,2024-10-07 08:06:46.274690,South,Sales_11
1370,Customer_673,Keyboard,Accessories,1695.55,4,2024-12-07 08:06:46.274694,Central,Sales_43
1371,Customer_902,Phone,Computing,1657.55,7,2025-01-07 08:06:46.274698,East,Sales_9
1372,Customer_690,Keyboard,Electronics,771.82,5,2024-09-01 08:06:46.274703,South,Sales_11
1373,Customer_10,Laptop,Electronics,1182.35,5,2024-12-25 08:06:46.274713,East,Sales_37
1374,Customer_261,Tablet,Electronics,1444.42,6,2024-07-12 08:06:46.274719,Central,Sales_41
1375,Customer_919,Keyboard,Electronics,490.0,8,2025-04-27 08:06:46.274724,West,Sales_1
1376,Customer_650,Mouse,Computing,344.6,5,2024-08-11 08:06:46.274729,West,Sales_26
1377,Customer_172,Phone,Accessories,1944.47,3,2024-10-10 08:06:46.274734,Central,Sales_10
1378,Customer_898,Phone,Accessories,1238.94,6,2024-10-07 08:06:46.274738,East,Sales_40
1379,Customer_13,Monitor,Electronics,1963.02,2,2024-07-07 08:06:46.274741,South,Sales_19
1380,Customer_168,Mouse,Electronics,682.13,8,2024-07-09 08:06:46.274743,Central,Sales_16
1381,Customer_642,Monitor,Electronics,1409.03,8,2025-02-26 08:06:46.274746,Central,Sales_45
1382,Customer_596,Keyboard,Computing,452.98,3,2024-10-13 08:06:46.274748,West,Sales_37
1383,Customer_321,Headphones,Computing,529.79,8,2024-11-25 08:06:46.274751,South,Sales_41
1384,Customer_319,Laptop,Accessories,1028.69,9,2024-11-04 08:06:46.274754,West,Sales_4
1385,Customer_613,Mouse,Electronics,646.04,5,2024-11-02 08:06:46.274756,East,Sales_14
1386,Customer_329,Mouse,Electronics,343.57,5,2025-06-15 08:06:46.274759,East,Sales_30
1387,Customer_785,Mouse,Electronics,533.13,6,2025-01-30 08:06:46.274761,North,Sales_7
1388,Customer_777,Monitor,Electronics,81.14,7,2024-11-17 08:06:46.274764,Central,Sales_12
1389,Customer_971,Keyboard,Computing,1411.8,3,2025-05-07 08:06:46.274766,South,Sales_24
1390,Customer_911,Mouse,Accessories,989.31,5,2024-09-26 08:06:46.274769,South,Sales_39
1391,Customer_920,Headphones,Accessories,197.54,1,2025-05-20 08:06:46.274772,West,Sales_43
1392,Customer_550,Mouse,Computing,351.67,5,2025-03-24 08:06:46.274775,West,Sales_22
1393,Customer_419,Phone,Electronics,214.04,4,2025-05-17 08:06:46.274778,South,Sales_47
1394,Customer_606,Laptop,Accessories,1229.06,1,2025-05-15 08:06:46.274780,West,Sales_30
1395,Customer_95,Phone,Accessories,197.48,7,2025-04-14 08:06:46.274783,North,Sales_39
1396,Customer_817,Phone,Computing,1511.02,1,2024-09-07 08:06:46.274785,Central,Sales_20
1397,Customer_581,Laptop,Electronics,50.82,8,2025-05-06 08:06:46.274788,North,Sales_26
1398,Customer_318,Headphones,Accessories,506.26,2,2025-01-24 08:06:46.274790,East,Sales_49
1399,Customer_956,Keyboard,Electronics,1782.43,5,2025-03-23 08:06:46.274793,South,Sales_5
1400,Customer_236,Phone,Accessories,1439.88,6,2024-08-04 08:06:46.274795,North,Sales_40
1401,Customer_946,Keyboard,Computing,155.21,9,2024-10-03 08:06:46.274798,North,Sales_42
1402,Customer_334,Phone,Electronics,1644.04,7,2025-01-02 08:06:46.274800,West,Sales_6
1403,Customer_885,Tablet,Computing,991.14,6,2025-03-10 08:06:46.274803,West,Sales_34
1404,Customer_376,Laptop,Accessories,1695.1,5,2024-07-07 08:06:46.274805,West,Sales_5
1405,Customer_459,Phone,Computing,1205.47,6,2024-10-10 08:06:46.274808,East,Sales_10
1406,Customer_137,Tablet,Computing,1366.85,4,2025-01-21 08:06:46.274812,North,Sales_28
1407,Customer_930,Monitor,Computing,1987.07,1,2025-02-11 08:06:46.274815,Central,Sales_3
1408,Customer_588,Tablet,Accessories,472.35,9,2024-08-20 08:06:46.274817,West,Sales_13
1409,Customer_995,Mouse,Electronics,1251.65,5,2024-09-03 08:06:46.274825,East,Sales_48
1410,Customer_547,Phone,Computing,926.04,8,2025-04-01 08:06:46.274828,East,Sales_47
1411,Customer_513,Tablet,Electronics,88.51,7,2024-10-27 08:06:46.274831,West,Sales_2
1412,Customer_296,Keyboard,Accessories,38.8,8,2024-07-26 08:06:46.274833,South,Sales_35
1413,Customer_320,Monitor,Electronics,247.26,1,2024-09-01 08:06:46.274836,North,Sales_47
1414,Customer_918,Headphones,Computing,1301.69,9,2024-08-22 08:06:46.274838,West,Sales_28
1415,Customer_572,Phone,Computing,1138.65,1,2024-11-06 08:06:46.274841,Central,Sales_37
1416,Customer_832,Mouse,Computing,1111.32,3,2025-05-06 08:06:46.274844,North,Sales_23
1417,Customer_349,Headphones,Computing,73.39,8,2025-06-19 08:06:46.274846,East,Sales_43
1418,Customer_840,Tablet,Computing,943.91,1,2024-09-22 08:06:46.274849,Central,Sales_23
1419,Customer_779,Headphones,Computing,1850.0,1,2024-12-13 08:06:46.274851,North,Sales_35
1420,Customer_873,Headphones,Accessories,801.21,6,2024-11-09 08:06:46.274854,Central,Sales_41
1421,Customer_229,Monitor,Accessories,1253.6,5,2024-09-11 08:06:46.274856,East,Sales_39
1422,Customer_270,Headphones,Accessories,1561.84,6,2024-09-20 08:06:46.274859,West,Sales_32
1423,Customer_828,Headphones,Electronics,1570.01,3,2025-04-22 08:06:46.274861,Central,Sales_2
1424,Customer_798,Phone,Electronics,1043.37,6,2024-12-02 08:06:46.274864,West,Sales_47
1425,Customer_291,Monitor,Accessories,1717.32,2,2025-06-23 08:06:46.274866,East,Sales_44
1426,Customer_725,Mouse,Electronics,788.84,8,2024-08-01 08:06:46.274869,East,Sales_48
1427,Customer_165,Tablet,Electronics,1778.5,6,2024-11-21 08:06:46.274871,Central,Sales_16
1428,Customer_5,Monitor,Computing,488.05,4,2024-08-20 08:06:46.274874,Central,Sales_16
1429,Customer_851,Monitor,Computing,567.63,4,2024-12-13 08:06:46.274876,East,Sales_3
1430,Customer_379,Laptop,Electronics,115.71,7,2024-11-15 08:06:46.274879,Central,Sales_28
1431,Customer_78,Monitor,Electronics,1593.21,3,2025-05-14 08:06:46.274881,Central,Sales_29
1432,Customer_410,Laptop,Accessories,839.94,3,2025-05-08 08:06:46.274884,Central,Sales_20
1433,Customer_574,Tablet,Electronics,465.94,6,2025-02-22 08:06:46.274886,Central,Sales_36
1434,Customer_132,Headphones,Computing,471.26,9,2024-09-27 08:06:46.274889,North,Sales_33
1435,Customer_601,Phone,Electronics,1803.79,1,2024-09-10 08:06:46.274892,East,Sales_22
1436,Customer_749,Phone,Accessories,1669.49,5,2024-09-02 08:06:46.274894,East,Sales_8
1437,Customer_42,Tablet,Computing,1111.53,1,2024-11-21 08:06:46.274897,South,Sales_47
1438,Customer_89,Tablet,Computing,1236.06,1,2025-01-11 08:06:46.274899,West,Sales_24
1439,Customer_402,Keyboard,Computing,953.91,3,2024-09-15 08:06:46.274902,South,Sales_37
1440,Customer_296,Headphones,Computing,789.42,3,2024-10-11 08:06:46.274904,Central,Sales_20
1441,Customer_840,Tablet,Electronics,1831.8,4,2024-10-30 08:06:46.274907,Central,Sales_12
1442,Customer_295,Monitor,Accessories,259.97,3,2025-04-17 08:06:46.274909,North,Sales_20
1443,Customer_616,Phone,Electronics,842.71,6,2025-02-19 08:06:46.274912,North,Sales_20
1444,Customer_526,Mouse,Electronics,695.68,4,2025-02-14 08:06:46.274914,North,Sales_4
1445,Customer_800,Phone,Computing,1001.32,8,2024-07-27 08:06:46.274917,North,Sales_30
1446,Customer_691,Laptop,Accessories,920.69,1,2024-10-24 08:06:46.274920,North,Sales_31
1447,Customer_637,Phone,Computing,1042.59,8,2025-01-09 08:06:46.274922,North,Sales_22
1448,Customer_422,Keyboard,Electronics,288.44,1,2025-05-05 08:06:46.274925,North,Sales_15
1449,Customer_865,Headphones,Electronics,1031.15,1,2024-07-17 08:06:46.274932,North,Sales_38
1450,Customer_23,Tablet,Computing,492.41,7,2024-10-23 08:06:46.274935,North,Sales_37
1451,Customer_575,Headphones,Electronics,376.82,1,2025-06-26 08:06:46.274937,East,Sales_28
1452,Customer_143,Tablet,Electronics,139.02,9,2025-03-19 08:06:46.274940,North,Sales_11
1453,Customer_993,Phone,Computing,1527.68,8,2025-01-14 08:06:46.274942,West,Sales_14
1454,Customer_665,Mouse,Electronics,860.61,1,2025-05-07 08:06:46.274945,North,Sales_11
1455,Customer_145,Mouse,Accessories,1257.02,2,2024-08-01 08:06:46.274947,Central,Sales_9
1456,Customer_225,Keyboard,Computing,1457.91,2,2024-07-27 08:06:46.274950,Central,Sales_24
1457,Customer_503,Laptop,Accessories,1361.84,2,2024-09-17 08:06:46.274952,North,Sales_10
1458,Customer_962,Phone,Electronics,946.3,6,2025-04-11 08:06:46.274955,North,Sales_38
1459,Customer_974,Tablet,Electronics,781.92,4,2025-03-09 08:06:46.274957,Central,Sales_43
1460,Customer_821,Phone,Computing,758.16,8,2024-12-16 08:06:46.274960,West,Sales_41
1461,Customer_616,Keyboard,Electronics,1283.7,1,2025-06-12 08:06:46.274962,South,Sales_37
1462,Customer_104,Monitor,Computing,994.64,4,2024-11-27 08:06:46.274965,East,Sales_42
1463,Customer_947,Monitor,Computing,1699.77,5,2024-11-20 08:06:46.274967,Central,Sales_32
1464,Customer_39,Keyboard,Computing,1750.66,9,2024-10-06 08:06:46.274970,North,Sales_20
1465,Customer_947,Tablet,Computing,349.42,5,2025-03-24 08:06:46.274972,East,Sales_14
1466,Customer_198,Headphones,Computing,281.1,3,2025-02-09 08:06:46.274975,North,Sales_38
1467,Customer_646,Keyboard,Accessories,1264.5,4,2025-02-07 08:06:46.274977,South,Sales_4
1468,Customer_579,Tablet,Computing,609.44,7,2024-10-16 08:06:46.274980,South,Sales_24
1469,Customer_391,Mouse,Accessories,46.96,1,2024-09-28 08:06:46.274982,Central,Sales_32
1470,Customer_179,Keyboard,Electronics,1778.4,6,2024-07-30 08:06:46.274985,East,Sales_10
1471,Customer_968,Tablet,Computing,461.53,8,2025-06-20 08:06:46.274987,East,Sales_43
1472,Customer_554,Keyboard,Electronics,1859.27,1,2024-10-11 08:06:46.274990,South,Sales_16
1473,Customer_448,Keyboard,Computing,1437.69,8,2024-09-20 08:06:46.274992,North,Sales_39
1474,Customer_500,Headphones,Accessories,1527.68,7,2025-02-13 08:06:46.274995,Central,Sales_32
1475,Customer_15,Headphones,Accessories,410.91,1,2024-09-14 08:06:46.274997,West,Sales_18
1476,Customer_623,Tablet,Accessories,476.05,9,2025-06-03 08:06:46.275000,South,Sales_25
1477,Customer_669,Tablet,Electronics,1047.32,3,2025-01-14 08:06:46.275002,South,Sales_7
1478,Customer_289,Laptop,Computing,352.48,2,2024-07-14 08:06:46.275005,Central,Sales_47
1479,Customer_478,Keyboard,Electronics,617.81,7,2024-12-11 08:06:46.275007,North,Sales_18
1480,Customer_231,Monitor,Accessories,649.71,3,2024-09-16 08:06:46.275010,East,Sales_47
1481,Customer_923,Keyboard,Electronics,327.66,1,2025-03-15 08:06:46.275012,South,Sales_18
1482,Customer_420,Keyboard,Accessories,418.31,3,2025-04-27 08:06:46.275015,Central,Sales_3
1483,Customer_157,Tablet,Accessories,1579.22,6,2025-01-02 08:06:46.275017,Central,Sales_1
1484,Customer_550,Keyboard,Accessories,342.72,3,2024-12-20 08:06:46.275020,Central,Sales_33
1485,Customer_441,Phone,Computing,66.63,5,2025-02-28 08:06:46.275022,East,Sales_7
1486,Customer_97,Keyboard,Computing,1262.42,9,2025-01-10 08:06:46.275025,South,Sales_10
1487,Customer_997,Phone,Accessories,1952.21,7,2024-10-15 08:06:46.275027,Central,Sales_44
1488,Customer_411,Headphones,Electronics,669.12,2,2024-09-21 08:06:46.275030,East,Sales_8
1489,Customer_951,Monitor,Electronics,246.12,1,2025-01-30 08:06:46.275032,North,Sales_32
1490,Customer_289,Tablet,Computing,1145.07,7,2025-04-26 08:06:46.275035,West,Sales_23
1491,Customer_254,Keyboard,Accessories,1813.64,4,2025-03-18 08:06:46.275037,South,Sales_17
1492,Customer_196,Phone,Electronics,1570.28,7,2025-05-30 08:06:46.275040,East,Sales_14
1493,Customer_598,Phone,Accessories,1248.81,6,2024-07-10 08:06:46.275043,West,Sales_17
1494,Customer_834,Headphones,Electronics,636.96,7,2025-05-21 08:06:46.275045,West,Sales_25
1495,Customer_522,Phone,Computing,1088.34,4,2025-02-11 08:06:46.275048,East,Sales_21
1496,Customer_517,Mouse,Accessories,191.58,3,2024-12-05 08:06:46.275050,East,Sales_6
1497,Customer_635,Laptop,Accessories,1361.1,5,2024-09-22 08:06:46.275053,East,Sales_20
1498,Customer_842,Monitor,Electronics,1452.94,3,2025-06-28 08:06:46.275055,Central,Sales_49
1499,Customer_865,Headphones,Electronics,1930.41,3,2024-11-28 08:06:46.275058,North,Sales_20
1500,Customer_118,Headphones,Electronics,528.19,4,2025-06-07 08:06:46.275060,Central,Sales_26
1501,Customer_806,Keyboard,Accessories,46.73,8,2024-11-19 08:06:46.275063,West,Sales_32
1502,Customer_909,Mouse,Computing,1095.76,2,2024-09-23 08:06:46.275065,West,Sales_8
1503,Customer_159,Keyboard,Computing,1416.51,4,2025-05-09 08:06:46.275068,West,Sales_45
1504,Customer_815,Keyboard,Electronics,1582.91,3,2024-08-28 08:06:46.275070,East,Sales_48
1505,Customer_228,Tablet,Computing,395.54,7,2024-08-02 08:06:46.275073,South,Sales_44
1506,Customer_877,Tablet,Electronics,530.89,2,2025-03-21 08:06:46.275075,Central,Sales_29
1507,Customer_216,Tablet,Computing,1030.06,1,2025-06-16 08:06:46.275078,South,Sales_17
1508,Customer_948,Mouse,Accessories,667.9,1,2024-12-11 08:06:46.275080,North,Sales_18
1509,Customer_696,Keyboard,Electronics,1722.42,6,2025-05-22 08:06:46.275083,North,Sales_40
1510,Customer_15,Laptop,Computing,952.78,3,2025-04-06 08:06:46.275085,Central,Sales_18
1511,Customer_157,Monitor,Accessories,1601.16,7,2025-04-21 08:06:46.275088,West,Sales_11
1512,Customer_648,Tablet,Computing,1165.43,8,2025-01-28 08:06:46.275090,North,Sales_45
1513,Customer_261,Tablet,Accessories,1548.45,5,2024-10-11 08:06:46.275093,South,Sales_12
1514,Customer_157,Headphones,Accessories,672.02,5,2025-02-20 08:06:46.275095,South,Sales_15
1515,Customer_47,Keyboard,Computing,1664.52,2,2025-04-06 08:06:46.275098,East,Sales_26
1516,Customer_324,Keyboard,Computing,556.4,8,2024-11-10 08:06:46.275100,West,Sales_3
1517,Customer_844,Mouse,Accessories,1096.74,1,2025-02-22 08:06:46.275103,East,Sales_3
1518,Customer_685,Mouse,Accessories,435.87,9,2024-11-17 08:06:46.275105,Central,Sales_38
1519,Customer_130,Tablet,Accessories,956.3,1,2025-05-31 08:06:46.275108,North,Sales_35
1520,Customer_411,Keyboard,Electronics,643.17,1,2025-04-12 08:06:46.275110,East,Sales_9
1521,Customer_95,Laptop,Accessories,540.74,1,2025-02-22 08:06:46.275112,East,Sales_43
1522,Customer_627,Monitor,Electronics,1934.3,7,2024-07-15 08:06:46.275115,Central,Sales_40
1523,Customer_755,Keyboard,Accessories,328.55,4,2024-12-12 08:06:46.275118,South,Sales_4
1524,Customer_932,Headphones,Electronics,1576.78,7,2024-09-20 08:06:46.275120,South,Sales_20
