sku,product_name,warehouse,stock_level,reorder_point,supplier,cost_price,last_updated
SKU_000575,Gadget X,WH_004,263,99,Supplier_1,444.33,2025-06-30 21:06:46.325217
SKU_000576,Device Z,WH_004,900,53,Supplier_19,398.77,2025-07-01 08:06:46.325220
SKU_000577,Device Z,WH_001,263,15,Supplier_11,247.46,2025-06-30 01:06:46.325222
SKU_000578,Tool Y,WH_002,516,36,Supplier_6,138.47,2025-06-29 12:06:46.325225
SKU_000579,Widget A,WH_002,9,29,Supplier_19,11.66,2025-06-30 20:06:46.325228
SKU_000580,Device Z,WH_001,270,29,Supplier_14,257.18,2025-06-28 13:06:46.325230
SKU_000581,Device Z,WH_003,741,21,Supplier_19,240.44,2025-07-02 10:06:46.325233
SKU_000582,Widget A,WH_004,311,94,Supplier_13,175.4,2025-06-27 20:06:46.325236
SKU_000583,Widget A,WH_001,369,58,Supplier_12,291.15,2025-06-29 20:06:46.325238
SKU_000584,Widget B,WH_004,566,61,Supplier_10,365.76,2025-06-28 09:06:46.325241
SKU_000585,Tool Y,WH_003,898,19,Supplier_19,351.94,2025-06-28 01:06:46.325244
SKU_000586,Widget A,WH_003,552,14,Supplier_11,135.31,2025-07-01 07:06:46.325247
SKU_000587,Widget B,WH_003,649,73,Supplier_12,294.73,2025-06-26 13:06:46.325249
SKU_000588,Widget A,WH_002,390,67,Supplier_7,78.64,2025-06-27 05:06:46.325252
SKU_000589,Gadget X,WH_004,958,17,Supplier_8,65.19,2025-07-01 14:06:46.325255
SKU_000590,Gadget X,WH_004,114,39,Supplier_17,394.0,2025-06-27 17:06:46.325258
SKU_000591,Gadget X,WH_001,574,26,Supplier_3,348.4,2025-07-02 08:06:46.325261
SKU_000592,Widget A,WH_004,343,76,Supplier_6,385.12,2025-06-28 13:06:46.325263
SKU_000593,Device Z,WH_002,409,30,Supplier_12,80.47,2025-07-03 02:06:46.325266
SKU_000594,Device Z,WH_001,545,25,Supplier_15,457.74,2025-06-28 14:06:46.325269
SKU_000595,Gadget X,WH_003,377,36,Supplier_7,70.89,2025-06-29 19:06:46.325272
SKU_000596,Tool Y,WH_004,763,15,Supplier_6,435.67,2025-06-26 16:06:46.325275
SKU_000597,Widget B,WH_002,455,51,Supplier_12,179.43,2025-07-01 19:06:46.325277
SKU_000598,Gadget X,WH_002,422,25,Supplier_12,57.19,2025-07-02 21:06:46.325280
SKU_000599,Widget B,WH_004,443,54,Supplier_4,146.95,2025-06-28 05:06:46.325283
SKU_000600,Widget B,WH_002,196,12,Supplier_9,94.82,2025-07-01 13:06:46.325285
SKU_000601,Gadget X,WH_003,867,49,Supplier_17,247.88,2025-07-01 04:06:46.325288
SKU_000602,Device Z,WH_004,362,29,Supplier_2,475.12,2025-07-02 19:06:46.325291
SKU_000603,Tool Y,WH_004,409,16,Supplier_5,167.3,2025-06-29 13:06:46.325293
SKU_000604,Gadget X,WH_004,763,68,Supplier_10,307.99,2025-07-01 05:06:46.325296
SKU_000605,Widget B,WH_001,573,20,Supplier_6,446.4,2025-07-01 11:06:46.325299
SKU_000606,Widget A,WH_003,393,61,Supplier_6,316.89,2025-06-27 23:06:46.325302
SKU_000607,Widget A,WH_002,736,12,Supplier_5,184.29,2025-06-29 05:06:46.325304
SKU_000608,Widget B,WH_004,508,30,Supplier_8,495.47,2025-06-28 19:06:46.325307
SKU_000609,Gadget X,WH_004,867,62,Supplier_3,97.77,2025-07-02 05:06:46.325310
SKU_000610,Device Z,WH_002,565,39,Supplier_14,264.01,2025-06-28 18:06:46.325313
SKU_000611,Gadget X,WH_003,670,20,Supplier_5,399.37,2025-07-02 01:06:46.325315
SKU_000612,Tool Y,WH_002,293,90,Supplier_15,5.32,2025-06-29 13:06:46.325318
SKU_000613,Widget A,WH_002,881,34,Supplier_9,352.51,2025-06-30 05:06:46.325321
SKU_000614,Widget B,WH_004,24,59,Supplier_15,136.92,2025-07-02 11:06:46.325323
SKU_000615,Device Z,WH_001,236,98,Supplier_19,89.01,2025-06-28 17:06:46.325326
SKU_000616,Gadget X,WH_001,460,18,Supplier_16,140.73,2025-06-26 20:06:46.325329
SKU_000617,Tool Y,WH_001,320,54,Supplier_8,483.57,2025-06-29 01:06:46.325331
SKU_000618,Gadget X,WH_001,99,38,Supplier_15,446.51,2025-06-30 13:06:46.325334
SKU_000619,Tool Y,WH_001,739,71,Supplier_11,110.81,2025-06-26 16:06:46.325337
SKU_000620,Gadget X,WH_004,689,24,Supplier_4,62.93,2025-06-27 16:06:46.325340
SKU_000621,Device Z,WH_001,407,28,Supplier_10,185.26,2025-07-01 19:06:46.325342
SKU_000622,Device Z,WH_002,154,24,Supplier_10,298.21,2025-06-30 01:06:46.325345
SKU_000623,Widget B,WH_004,977,48,Supplier_2,434.24,2025-07-02 07:06:46.325348
SKU_000624,Device Z,WH_002,433,44,Supplier_8,483.21,2025-07-01 14:06:46.325350
SKU_000625,Tool Y,WH_001,750,22,Supplier_8,376.82,2025-07-02 06:06:46.325353
SKU_000626,Widget B,WH_003,433,25,Supplier_9,301.51,2025-07-02 22:06:46.325356
SKU_000627,Device Z,WH_001,142,76,Supplier_2,75.45,2025-06-28 22:06:46.325359
SKU_000628,Widget A,WH_004,528,64,Supplier_14,41.64,2025-06-26 23:06:46.325361
SKU_000629,Tool Y,WH_002,284,74,Supplier_2,300.03,2025-06-30 03:06:46.325364
SKU_000630,Widget B,WH_003,4,44,Supplier_4,271.84,2025-07-01 00:06:46.325367
SKU_000631,Tool Y,WH_003,522,25,Supplier_3,423.81,2025-07-03 08:06:46.325369
SKU_000632,Widget B,WH_003,719,10,Supplier_14,164.69,2025-07-02 22:06:46.325372
SKU_000633,Tool Y,WH_002,435,59,Supplier_16,24.65,2025-06-26 19:06:46.325375
SKU_000634,Widget A,WH_004,417,23,Supplier_15,214.74,2025-06-29 17:06:46.325377
SKU_000635,Device Z,WH_003,80,71,Supplier_7,484.75,2025-06-27 21:06:46.325380
SKU_000636,Gadget X,WH_002,544,16,Supplier_18,398.81,2025-06-29 19:06:46.325383
SKU_000637,Gadget X,WH_002,816,32,Supplier_6,21.72,2025-06-28 19:06:46.325386
SKU_000638,Gadget X,WH_001,376,72,Supplier_16,437.97,2025-06-30 09:06:46.325388
SKU_000639,Widget B,WH_002,158,38,Supplier_11,238.49,2025-06-28 18:06:46.325391
SKU_000640,Device Z,WH_004,785,31,Supplier_2,185.56,2025-07-02 00:06:46.325394
SKU_000641,Widget B,WH_004,626,89,Supplier_2,176.64,2025-06-26 16:06:46.325396
SKU_000642,Widget B,WH_003,216,15,Supplier_14,299.6,2025-06-30 07:06:46.325399
SKU_000643,Widget B,WH_002,772,91,Supplier_9,267.65,2025-06-30 15:06:46.325402
SKU_000644,Widget B,WH_002,669,38,Supplier_12,330.03,2025-06-28 21:06:46.325405
SKU_000645,Device Z,WH_001,44,98,Supplier_3,288.95,2025-07-03 05:06:46.325407
SKU_000646,Gadget X,WH_001,631,11,Supplier_5,76.25,2025-06-26 22:06:46.325410
SKU_000647,Tool Y,WH_002,214,73,Supplier_9,132.33,2025-07-02 00:06:46.325413
SKU_000648,Widget B,WH_002,510,45,Supplier_3,421.31,2025-06-29 00:06:46.325416
SKU_000649,Device Z,WH_002,127,29,Supplier_18,333.31,2025-06-28 03:06:46.325418
SKU_000650,Widget A,WH_001,253,64,Supplier_2,226.96,2025-06-29 21:06:46.325421
SKU_000651,Tool Y,WH_001,549,46,Supplier_4,95.39,2025-06-30 04:06:46.325424
SKU_000652,Widget B,WH_004,876,61,Supplier_13,8.81,2025-06-29 22:06:46.325427
SKU_000653,Widget B,WH_003,721,78,Supplier_17,159.38,2025-07-02 01:06:46.325429
SKU_000654,Tool Y,WH_003,351,79,Supplier_9,32.15,2025-06-28 13:06:46.325432
SKU_000655,Tool Y,WH_003,605,31,Supplier_19,243.73,2025-06-26 21:06:46.325435
SKU_000656,Widget B,WH_003,540,94,Supplier_14,411.79,2025-07-02 14:06:46.325438
SKU_000657,Device Z,WH_001,163,92,Supplier_13,146.27,2025-06-26 18:06:46.325440
SKU_000658,Widget A,WH_001,648,24,Supplier_5,424.64,2025-07-01 04:06:46.325443
SKU_000659,Device Z,WH_002,534,56,Supplier_18,353.76,2025-06-29 17:06:46.325446
SKU_000660,Gadget X,WH_004,130,80,Supplier_15,67.0,2025-06-26 17:06:46.325449
SKU_000661,Gadget X,WH_004,597,90,Supplier_11,324.06,2025-07-03 00:06:46.325451
SKU_000662,Gadget X,WH_003,695,78,Supplier_19,80.08,2025-06-29 22:06:46.325454
SKU_000663,Widget B,WH_002,503,61,Supplier_5,329.12,2025-06-27 02:06:46.325457
SKU_000664,Widget A,WH_002,423,48,Supplier_7,75.64,2025-07-02 08:06:46.325460
SKU_000665,Widget A,WH_001,748,11,Supplier_2,199.29,2025-06-28 11:06:46.325462
SKU_000666,Widget B,WH_002,183,54,Supplier_19,285.46,2025-06-30 14:06:46.325465
SKU_000667,Widget B,WH_004,825,33,Supplier_16,29.94,2025-06-28 02:06:46.325468
SKU_000668,Widget B,WH_004,670,70,Supplier_3,80.89,2025-06-26 21:06:46.325470
SKU_000669,Widget A,WH_002,981,74,Supplier_10,163.6,2025-06-30 03:06:46.325473
SKU_000670,Widget B,WH_001,522,62,Supplier_12,233.85,2025-06-27 01:06:46.325476
SKU_000671,Tool Y,WH_004,553,30,Supplier_2,429.95,2025-07-01 01:06:46.325479
SKU_000672,Tool Y,WH_001,234,76,Supplier_8,97.7,2025-07-01 07:06:46.325481
SKU_000673,Tool Y,WH_001,130,10,Supplier_9,177.0,2025-06-29 04:06:46.325484
SKU_000674,Widget B,WH_004,696,68,Supplier_12,240.51,2025-07-03 06:06:46.325487
SKU_000675,Tool Y,WH_001,13,56,Supplier_5,151.41,2025-07-02 10:06:46.325490
SKU_000676,Widget B,WH_003,813,27,Supplier_13,314.75,2025-06-26 15:06:46.325492
SKU_000677,Tool Y,WH_003,765,42,Supplier_5,132.02,2025-07-03 00:06:46.325495
SKU_000678,Widget B,WH_003,658,24,Supplier_15,387.31,2025-06-29 23:06:46.325498
SKU_000679,Device Z,WH_002,379,33,Supplier_5,255.05,2025-06-30 22:06:46.325500
SKU_000680,Gadget X,WH_004,59,45,Supplier_5,47.72,2025-06-30 15:06:46.325503
SKU_000681,Device Z,WH_003,926,69,Supplier_4,315.36,2025-06-27 03:06:46.325506
SKU_000682,Gadget X,WH_001,291,43,Supplier_16,286.78,2025-06-28 14:06:46.325509
SKU_000683,Gadget X,WH_003,159,99,Supplier_18,172.61,2025-07-01 22:06:46.325511
SKU_000684,Tool Y,WH_001,446,60,Supplier_10,10.52,2025-06-26 18:06:46.325514
SKU_000685,Gadget X,WH_004,537,49,Supplier_3,104.35,2025-06-30 03:06:46.325517
SKU_000686,Gadget X,WH_003,576,31,Supplier_10,205.83,2025-06-28 20:06:46.325519
SKU_000687,Device Z,WH_004,385,25,Supplier_13,103.96,2025-07-01 09:06:46.325522
SKU_000688,Gadget X,WH_003,69,51,Supplier_3,290.86,2025-07-01 04:06:46.325525
SKU_000689,Widget B,WH_001,381,25,Supplier_4,357.6,2025-06-30 06:06:46.325527
SKU_000690,Widget B,WH_001,684,14,Supplier_13,428.73,2025-07-02 01:06:46.325530
SKU_000691,Tool Y,WH_002,973,15,Supplier_14,325.26,2025-06-29 17:06:46.325533
SKU_000692,Device Z,WH_002,987,51,Supplier_4,346.06,2025-06-27 13:06:46.325536
SKU_000693,Widget A,WH_002,224,97,Supplier_12,306.18,2025-06-30 19:06:46.325538
SKU_000694,Device Z,WH_003,507,39,Supplier_16,492.82,2025-07-03 06:06:46.325541
SKU_000695,Widget A,WH_004,664,41,Supplier_10,134.2,2025-07-03 03:06:46.325544
SKU_000696,Gadget X,WH_003,39,62,Supplier_17,136.8,2025-06-28 02:06:46.325546
SKU_000697,Widget A,WH_001,145,28,Supplier_7,67.54,2025-06-28 17:06:46.325549
SKU_000698,Gadget X,WH_004,365,60,Supplier_4,245.41,2025-07-02 21:06:46.325552
SKU_000699,Device Z,WH_001,609,37,Supplier_12,52.6,2025-07-01 04:06:46.325555
SKU_000700,Device Z,WH_002,247,56,Supplier_10,138.72,2025-06-27 05:06:46.325557
SKU_000701,Tool Y,WH_001,11,81,Supplier_2,243.93,2025-06-27 19:06:46.325560
SKU_000702,Tool Y,WH_003,986,10,Supplier_14,479.01,2025-06-29 21:06:46.325563
SKU_000703,Gadget X,WH_001,535,77,Supplier_8,482.09,2025-06-27 11:06:46.325565
SKU_000704,Gadget X,WH_001,736,66,Supplier_10,373.15,2025-07-01 08:06:46.325568
SKU_000705,Widget B,WH_001,509,31,Supplier_6,197.68,2025-06-28 21:06:46.325571
SKU_000706,Widget B,WH_004,244,95,Supplier_2,433.25,2025-06-29 21:06:46.325574
SKU_000707,Widget B,WH_001,974,67,Supplier_14,438.35,2025-06-29 01:06:46.325576
SKU_000708,Device Z,WH_001,170,22,Supplier_11,455.55,2025-06-29 10:06:46.325579
SKU_000709,Widget A,WH_002,31,48,Supplier_2,321.81,2025-07-02 02:06:46.325582
SKU_000710,Gadget X,WH_002,625,36,Supplier_4,104.89,2025-06-26 21:06:46.325584
SKU_000711,Tool Y,WH_003,720,48,Supplier_6,50.08,2025-07-02 21:06:46.325587
SKU_000712,Gadget X,WH_002,994,81,Supplier_4,457.81,2025-07-02 17:06:46.325590
SKU_000713,Widget A,WH_001,814,21,Supplier_5,32.5,2025-06-26 14:06:46.325593
SKU_000714,Gadget X,WH_002,428,33,Supplier_6,151.47,2025-07-01 13:06:46.325595
SKU_000715,Tool Y,WH_004,34,27,Supplier_9,246.05,2025-06-30 13:06:46.325598
SKU_000716,Tool Y,WH_003,204,24,Supplier_16,15.88,2025-06-27 15:06:46.325601
SKU_000717,Widget A,WH_002,889,69,Supplier_11,453.92,2025-07-03 06:06:46.325604
SKU_000718,Tool Y,WH_003,383,25,Supplier_11,147.12,2025-07-02 02:06:46.325606
SKU_000719,Device Z,WH_003,904,83,Supplier_10,19.11,2025-06-28 13:06:46.325609
SKU_000720,Tool Y,WH_003,265,56,Supplier_1,496.83,2025-07-03 04:06:46.325612
SKU_000721,Widget A,WH_004,576,33,Supplier_17,159.14,2025-07-03 04:06:46.325615
SKU_000722,Widget A,WH_001,442,54,Supplier_8,439.0,2025-06-30 15:06:46.325617
SKU_000723,Gadget X,WH_004,609,28,Supplier_16,229.47,2025-07-02 18:06:46.325620
SKU_000724,Tool Y,WH_003,696,50,Supplier_6,333.25,2025-06-27 04:06:46.325623
SKU_000725,Tool Y,WH_002,749,40,Supplier_14,124.34,2025-06-29 04:06:46.325625
SKU_000726,Widget A,WH_002,484,94,Supplier_2,253.92,2025-07-02 22:06:46.325628
SKU_000727,Gadget X,WH_004,984,25,Supplier_9,132.54,2025-07-01 15:06:46.325631
SKU_000728,Gadget X,WH_002,469,32,Supplier_4,475.79,2025-06-30 15:06:46.325634
SKU_000729,Device Z,WH_003,265,87,Supplier_19,35.17,2025-06-29 11:06:46.325636
SKU_000730,Device Z,WH_003,985,32,Supplier_17,140.96,2025-06-30 20:06:46.325639
SKU_000731,Widget A,WH_001,914,50,Supplier_1,447.09,2025-06-30 21:06:46.325642
SKU_000732,Gadget X,WH_003,743,27,Supplier_2,242.62,2025-06-27 11:06:46.325644
SKU_000733,Gadget X,WH_002,108,45,Supplier_17,302.04,2025-06-28 09:06:46.325647
SKU_000734,Device Z,WH_001,488,21,Supplier_2,327.59,2025-06-27 20:06:46.325650
SKU_000735,Device Z,WH_002,177,84,Supplier_3,40.11,2025-07-02 02:06:46.325653
SKU_000736,Widget A,WH_004,248,78,Supplier_4,13.78,2025-07-01 09:06:46.325655
SKU_000737,Gadget X,WH_001,835,60,Supplier_13,469.23,2025-07-02 01:06:46.325658
SKU_000738,Widget A,WH_003,871,94,Supplier_12,139.39,2025-07-01 00:06:46.325661
SKU_000739,Device Z,WH_001,4,41,Supplier_5,193.25,2025-06-26 15:06:46.325663
SKU_000740,Tool Y,WH_003,156,80,Supplier_14,342.64,2025-06-29 10:06:46.325666
SKU_000741,Device Z,WH_003,229,45,Supplier_6,121.97,2025-06-26 22:06:46.325669
SKU_000742,Gadget X,WH_002,627,49,Supplier_1,367.87,2025-06-29 23:06:46.325671
SKU_000743,Widget A,WH_003,260,79,Supplier_16,231.83,2025-07-03 04:06:46.325674
SKU_000744,Gadget X,WH_003,827,47,Supplier_6,429.02,2025-07-02 16:06:46.325677
SKU_000745,Device Z,WH_003,320,63,Supplier_13,142.88,2025-06-28 12:06:46.325680
SKU_000746,Device Z,WH_002,126,13,Supplier_13,105.89,2025-06-26 11:06:46.325682
SKU_000747,Widget B,WH_003,27,55,Supplier_11,416.69,2025-06-28 06:06:46.325685
SKU_000748,Device Z,WH_004,850,72,Supplier_16,166.53,2025-07-01 09:06:46.325688
SKU_000749,Gadget X,WH_002,509,83,Supplier_14,208.87,2025-07-01 08:06:46.325690
SKU_000750,Widget A,WH_004,227,59,Supplier_11,397.89,2025-07-02 11:06:46.325693
SKU_000751,Widget A,WH_001,640,39,Supplier_5,319.61,2025-07-02 14:06:46.325696
SKU_000752,Widget B,WH_002,540,82,Supplier_10,223.65,2025-06-28 16:06:46.325699
SKU_000753,Gadget X,WH_004,178,25,Supplier_15,128.7,2025-06-29 04:06:46.325701
SKU_000754,Device Z,WH_002,675,61,Supplier_7,383.28,2025-06-27 23:06:46.325704
SKU_000755,Tool Y,WH_003,671,13,Supplier_3,94.31,2025-07-02 00:06:46.325707
SKU_000756,Widget A,WH_002,831,35,Supplier_11,464.5,2025-06-29 16:06:46.325710
SKU_000757,Gadget X,WH_001,909,38,Supplier_9,79.41,2025-06-27 19:06:46.325712
SKU_000758,Widget B,WH_004,287,20,Supplier_10,403.44,2025-07-02 22:06:46.325715
SKU_000759,Tool Y,WH_002,493,33,Supplier_4,215.0,2025-07-02 06:06:46.325718
SKU_000760,Gadget X,WH_003,264,60,Supplier_18,97.07,2025-07-02 02:06:46.325720
SKU_000761,Device Z,WH_004,466,51,Supplier_14,204.18,2025-06-29 14:06:46.325723
SKU_000762,Widget A,WH_004,394,48,Supplier_9,114.67,2025-07-01 10:06:46.325726
SKU_000763,Device Z,WH_004,431,16,Supplier_16,72.32,2025-06-30 02:06:46.325729
SKU_000764,Widget B,WH_001,434,27,Supplier_2,123.38,2025-07-03 07:06:46.325732
SKU_000765,Widget A,WH_003,387,12,Supplier_7,434.36,2025-06-27 10:06:46.325734
SKU_000766,Tool Y,WH_003,808,72,Supplier_5,57.44,2025-07-02 13:06:46.325737
SKU_000767,Widget A,WH_004,536,29,Supplier_17,486.41,2025-06-27 22:06:46.325740
SKU_000768,Device Z,WH_002,144,82,Supplier_11,7.47,2025-06-28 23:06:46.325743
SKU_000769,Gadget X,WH_004,174,83,Supplier_4,330.83,2025-07-01 18:06:46.325745
SKU_000770,Gadget X,WH_003,519,79,Supplier_17,428.97,2025-06-30 07:06:46.325748
SKU_000771,Gadget X,WH_001,313,26,Supplier_5,467.31,2025-06-29 15:06:46.325751
SKU_000772,Widget B,WH_001,620,88,Supplier_4,76.27,2025-06-27 15:06:46.325753
SKU_000773,Widget B,WH_004,128,68,Supplier_10,350.61,2025-06-26 09:06:46.325756
SKU_000774,Gadget X,WH_001,513,63,Supplier_3,58.14,2025-06-27 12:06:46.325759
SKU_000775,Tool Y,WH_001,9,22,Supplier_6,179.54,2025-07-01 13:06:46.325762
SKU_000776,Device Z,WH_002,346,51,Supplier_8,367.3,2025-07-02 01:06:46.325764
SKU_000777,Tool Y,WH_001,116,53,Supplier_5,176.26,2025-07-02 03:06:46.325767
SKU_000778,Gadget X,WH_002,410,95,Supplier_8,160.12,2025-06-28 00:06:46.325770
SKU_000779,Device Z,WH_004,396,89,Supplier_10,62.45,2025-07-01 04:06:46.325773
SKU_000780,Widget B,WH_003,830,76,Supplier_19,37.89,2025-06-30 05:06:46.325775
SKU_000781,Widget A,WH_003,10,81,Supplier_4,62.06,2025-07-01 13:06:46.325778
SKU_000782,Widget A,WH_002,397,29,Supplier_6,438.36,2025-07-01 22:06:46.325781
SKU_000783,Device Z,WH_003,607,56,Supplier_3,10.54,2025-06-26 09:06:46.325783
SKU_000784,Tool Y,WH_004,975,33,Supplier_4,347.97,2025-07-01 12:06:46.325786
SKU_000785,Device Z,WH_003,891,60,Supplier_4,385.47,2025-06-28 05:06:46.325789
SKU_000786,Tool Y,WH_001,92,27,Supplier_5,286.1,2025-06-28 13:06:46.325792
SKU_000787,Tool Y,WH_004,101,32,Supplier_15,366.73,2025-06-28 05:06:46.325794
SKU_000788,Widget A,WH_004,97,10,Supplier_16,327.87,2025-06-27 15:06:46.325797
SKU_000789,Widget B,WH_003,281,75,Supplier_6,230.5,2025-07-01 10:06:46.325800
SKU_000790,Gadget X,WH_003,964,14,Supplier_18,194.44,2025-06-27 01:06:46.325802
SKU_000791,Widget B,WH_002,978,27,Supplier_12,470.96,2025-07-02 15:06:46.325805
SKU_000792,Gadget X,WH_001,806,89,Supplier_7,486.11,2025-06-30 09:06:46.325808
SKU_000793,Widget A,WH_003,859,83,Supplier_12,327.38,2025-06-28 06:06:46.325811
SKU_000794,Gadget X,WH_003,667,44,Supplier_14,102.66,2025-06-30 04:06:46.325813
SKU_000795,Tool Y,WH_002,656,34,Supplier_13,226.71,2025-06-27 09:06:46.325816
SKU_000796,Device Z,WH_003,420,33,Supplier_11,250.79,2025-06-27 11:06:46.325823
SKU_000797,Gadget X,WH_001,363,22,Supplier_11,380.2,2025-07-03 00:06:46.325826
SKU_000798,Widget B,WH_001,210,30,Supplier_2,335.55,2025-06-30 12:06:46.325828
SKU_000799,Widget A,WH_004,666,48,Supplier_14,259.83,2025-06-30 20:06:46.325831
SKU_000800,Widget A,WH_004,753,43,Supplier_15,341.78,2025-07-02 22:06:46.325834
SKU_000801,Device Z,WH_001,507,28,Supplier_1,16.91,2025-06-27 06:06:46.325837
SKU_000802,Tool Y,WH_002,75,37,Supplier_12,389.43,2025-06-30 17:06:46.325839
SKU_000803,Tool Y,WH_004,322,99,Supplier_14,109.76,2025-07-01 19:06:46.325842
SKU_000804,Widget A,WH_001,889,20,Supplier_18,329.92,2025-07-02 23:06:46.325845
SKU_000805,Tool Y,WH_001,451,58,Supplier_3,61.42,2025-07-02 17:06:46.325847
SKU_000806,Device Z,WH_004,686,44,Supplier_12,61.66,2025-06-30 12:06:46.325850
SKU_000807,Widget A,WH_001,622,93,Supplier_5,22.65,2025-07-01 15:06:46.325853
SKU_000808,Tool Y,WH_001,970,85,Supplier_3,455.57,2025-07-01 13:06:46.325856
SKU_000809,Gadget X,WH_001,929,66,Supplier_7,304.26,2025-06-26 14:06:46.325858
SKU_000810,Gadget X,WH_001,17,37,Supplier_16,184.17,2025-06-26 13:06:46.325861
SKU_000811,Tool Y,WH_004,290,75,Supplier_17,394.95,2025-06-27 03:06:46.325864
SKU_000812,Gadget X,WH_002,785,74,Supplier_8,314.91,2025-07-02 09:06:46.325867
SKU_000813,Device Z,WH_001,749,82,Supplier_15,311.94,2025-06-27 13:06:46.325869
SKU_000814,Widget B,WH_003,197,31,Supplier_15,246.09,2025-07-01 22:06:46.325872
SKU_000815,Device Z,WH_002,161,60,Supplier_8,8.92,2025-07-01 07:06:46.325875
SKU_000816,Device Z,WH_003,416,18,Supplier_11,132.94,2025-06-29 22:06:46.325878
SKU_000817,Tool Y,WH_003,383,80,Supplier_10,58.99,2025-06-30 03:06:46.325880
SKU_000818,Device Z,WH_001,199,45,Supplier_18,332.89,2025-07-01 17:06:46.325883
SKU_000819,Tool Y,WH_004,745,63,Supplier_9,128.07,2025-07-02 11:06:46.325886
SKU_000820,Widget A,WH_003,894,47,Supplier_16,227.83,2025-06-30 06:06:46.325889
SKU_000821,Tool Y,WH_003,851,75,Supplier_1,179.95,2025-06-30 15:06:46.325891
SKU_000822,Tool Y,WH_003,497,52,Supplier_6,75.88,2025-06-27 15:06:46.325894
SKU_000823,Widget A,WH_001,979,14,Supplier_2,479.39,2025-06-29 11:06:46.325897
SKU_000824,Widget B,WH_001,42,90,Supplier_13,467.04,2025-06-27 00:06:46.325900
SKU_000825,Widget A,WH_004,81,46,Supplier_6,46.88,2025-06-28 19:06:46.325902
SKU_000826,Tool Y,WH_001,538,67,Supplier_9,414.55,2025-07-01 10:06:46.325905
SKU_000827,Gadget X,WH_002,303,72,Supplier_14,246.74,2025-06-27 18:06:46.325908
SKU_000828,Tool Y,WH_004,580,60,Supplier_7,388.0,2025-06-29 01:06:46.325910
SKU_000829,Widget A,WH_001,198,81,Supplier_5,79.82,2025-06-26 21:06:46.325913
SKU_000830,Tool Y,WH_001,405,52,Supplier_7,70.48,2025-06-30 01:06:46.325916
SKU_000831,Widget A,WH_003,929,76,Supplier_3,445.92,2025-07-01 12:06:46.325919
SKU_000832,Device Z,WH_001,426,76,Supplier_13,449.42,2025-06-29 04:06:46.325921
SKU_000833,Widget B,WH_003,460,74,Supplier_12,235.63,2025-07-02 21:06:46.325924
SKU_000834,Widget B,WH_001,883,71,Supplier_6,435.73,2025-06-29 22:06:46.325927
SKU_000835,Widget A,WH_001,479,97,Supplier_2,335.39,2025-06-28 16:06:46.325929
SKU_000836,Widget B,WH_001,727,72,Supplier_15,96.58,2025-07-02 22:06:46.325932
SKU_000837,Gadget X,WH_001,123,39,Supplier_15,167.83,2025-06-27 22:06:46.325935
SKU_000838,Gadget X,WH_001,527,99,Supplier_18,72.35,2025-06-30 20:06:46.325938
SKU_000839,Widget B,WH_004,637,47,Supplier_17,388.1,2025-07-01 01:06:46.325940
SKU_000840,Widget A,WH_001,525,60,Supplier_3,492.7,2025-06-28 07:06:46.325943
SKU_000841,Gadget X,WH_001,38,47,Supplier_3,275.46,2025-07-02 07:06:46.325946
SKU_000842,Widget B,WH_003,198,76,Supplier_9,329.65,2025-06-29 19:06:46.325949
SKU_000843,Tool Y,WH_002,107,86,Supplier_10,374.32,2025-07-01 23:06:46.325951
SKU_000844,Gadget X,WH_002,267,57,Supplier_12,116.01,2025-06-27 09:06:46.325954
SKU_000845,Device Z,WH_004,979,21,Supplier_1,171.32,2025-06-26 10:06:46.325957
SKU_000846,Gadget X,WH_001,352,29,Supplier_4,209.1,2025-06-27 19:06:46.325960
SKU_000847,Widget B,WH_002,310,81,Supplier_5,299.32,2025-06-28 19:06:46.325963
SKU_000848,Widget B,WH_003,389,11,Supplier_17,425.99,2025-06-30 09:06:46.325965
SKU_000849,Widget B,WH_003,39,84,Supplier_5,130.83,2025-06-27 00:06:46.325968
SKU_000850,Widget A,WH_004,858,94,Supplier_4,238.09,2025-07-01 01:06:46.325971
SKU_000851,Widget A,WH_003,780,64,Supplier_15,377.01,2025-06-29 22:06:46.325974
SKU_000852,Tool Y,WH_002,580,15,Supplier_10,48.26,2025-06-27 06:06:46.325976
SKU_000853,Tool Y,WH_002,151,92,Supplier_5,258.88,2025-06-29 12:06:46.325979
SKU_000854,Gadget X,WH_002,969,71,Supplier_14,76.47,2025-06-26 22:06:46.325982
SKU_000855,Widget B,WH_001,186,58,Supplier_13,271.88,2025-06-27 20:06:46.325984
SKU_000856,Tool Y,WH_003,429,93,Supplier_19,385.07,2025-07-02 07:06:46.325987
SKU_000857,Widget B,WH_003,863,63,Supplier_8,122.29,2025-06-26 19:06:46.325990
SKU_000858,Gadget X,WH_001,456,19,Supplier_12,425.49,2025-06-30 03:06:46.325992
SKU_000859,Widget A,WH_002,752,33,Supplier_19,170.73,2025-06-29 08:06:46.325995
SKU_000860,Tool Y,WH_003,226,38,Supplier_19,99.44,2025-06-26 14:06:46.325998
SKU_000861,Device Z,WH_002,427,15,Supplier_6,235.34,2025-06-30 06:06:46.326001
SKU_000862,Device Z,WH_001,203,67,Supplier_8,438.66,2025-06-28 13:06:46.326004
